scenario,seed,association_mode,config_hash,run_status,geometry_scale_factor_s,derived_range_min_m,derived_range_max_m,derived_nominal_altitude_m,calibration_domain_violation,num_real_targets,num_global_tracks_created,association_accuracy,num_identity_switch_events,has_identity_switch,epoch_level_identity_switches_total,has_epoch_level_identity_switch,same_timestamp_disagreement_occurred,fragmentation_events_total,excess_global_tracks_total,position_rmse_update_m,position_rmse_coasting_m,position_rmse_overall_m,velocity_rmse_update_mps,velocity_rmse_coasting_mps,velocity_rmse_overall_mps,num_samples_update,num_samples_coasting,track_availability_any_active_mean,track_availability_confirmed_mean,mean_nees_6d,mean_nis,num_nis_samples,drop_rate
geometry_flanking,3009,position_only,dc2328da,completed,0.7080881928749334,76.2634323323512,95.0,70.80881928749334,False,1,1,1.0,0,False,0,False,False,0,0,0.06861848482441953,0.06852264249873367,0.06855466616231601,0.16635395047538445,0.16621029905888243,0.166258288576034,348,694,1.0,0.9942528735632183,4.9234325247048485,5.759976481426551,347,0.0
geometry_flanking,3009,full_state,3e628eda,completed,0.7080881928749334,76.2634323323512,95.0,70.80881928749334,False,1,1,1.0,0,False,0,False,False,0,0,0.06861220794878453,0.06851622328530091,0.06854829453156835,0.16650552346511127,0.16636288176295524,0.1664105338568209,348,694,1.0,0.9942528735632183,4.928076202836391,5.743630146291137,347,0.0
geometry_flanking,3010,position_only,dc2328da,completed,0.7080881928749334,76.2634323323512,95.0,70.80881928749334,False,1,1,1.0,0,False,0,False,False,0,0,0.08972473200204793,0.08961393888453355,0.08965095603665527,0.16109269531831547,0.16115432159843562,0.16113374269817188,348,694,1.0,0.9942528735632183,4.462138053483378,5.674692538717585,347,0.0
geometry_flanking,3010,full_state,3e628eda,completed,0.7080881928749334,76.2634323323512,95.0,70.80881928749334,False,1,1,1.0,0,False,0,False,False,0,0,0.08972473200204793,0.08961393888453355,0.08965095603665527,0.16109269531831547,0.16115432159843562,0.16113374269817188,348,694,1.0,0.9942528735632183,4.462138053483378,5.674692538717585,347,0.0
multi_uav_crossing,3001,position_only,dc2328da,completed,0.45392755843912175,47.39142842945838,95.00000000000001,45.39275584391218,False,3,3,0.8915032679738563,1,True,1,True,False,0,0,9.39724479812301,26.761829122287885,25.994906425705985,0.8794622321618047,2.4194769347315073,2.3508493197180513,538,7811,0.8943355119825709,0.5620915032679739,36691.63320261309,10.567137287701112,535,0.5576756287944492
multi_uav_crossing,3001,full_state,3e628eda,completed,0.45392755843912175,47.39142842945838,95.00000000000001,45.39275584391218,False,3,3,1.0,0,False,0,False,False,0,0,0.13491598593962364,0.1590715228595486,0.15761014645350066,0.25404562180113666,0.2843864880735633,0.2825084873134586,670,9611,1.0,0.7037037037037037,16.570424672200108,6.104340358052549,667,0.5576756287944492
multi_uav_crossing,3002,position_only,dc2328da,completed,0.45392755843912175,47.39142842945838,95.00000000000001,45.39275584391218,False,3,3,0.8312937062937062,1,True,1,True,False,0,0,0.0827130822213174,13.476001054975834,12.753213549656818,0.5828434342271279,2.9960162482250534,2.841565384964056,895,7678,0.8259541984732824,0.4351145038167939,68243.72399594879,7.581734826530732,892,0.007805724197745013
multi_uav_crossing,3002,full_state,3e628eda,completed,0.45392755843912175,47.39142842945838,95.00000000000001,45.39275584391218,False,3,3,1.0,0,False,0,False,False,0,0,0.07002945122096704,0.07809332763100772,0.07703749083592842,0.15678539169962985,0.1689917398696224,0.16737057127020635,1409,8866,1.0,0.6849872773536895,8.665360006947937,5.933709424590242,1406,0.007805724197745013
multi_uav_crossing,3003,position_only,dc2328da,completed,0.45392755843912175,47.39142842945838,95.00000000000001,45.39275584391218,False,3,3,0.8328030083887764,1,True,1,True,False,0,0,0.07535182134310452,13.058705452312392,12.277557142393876,0.4939776389194638,2.9478653193944604,2.776627790841238,995,7578,0.8360737419033383,0.4773293472845042,60390.73683996645,8.231249472823194,992,0.0005782017924255566
multi_uav_crossing,3003,full_state,3e628eda,completed,0.45392755843912175,47.39142842945838,95.00000000000001,45.39275584391218,False,3,3,1.0,0,False,0,False,False,0,0,0.06199898647339694,0.06321576463086111,0.06304436853001874,0.14540477530735918,0.14521445584966988,0.14524150337467417,1459,8813,1.0,0.698555057299452,4.472548045623093,5.927244378452932,1456,0.0005782017924255566
